episode: 0, score: 70, average score: 70.0, best score: -inf, epsilon: 0.98, steps: 1706
episode: 478, score: 70, average score: 41.1, best score: 98.33, epsilon: 0.10, steps: 914977
episode: 479, score: 95, average score: 42.4, best score: 98.33, epsilon: 0.10, steps: 917232
episode: 480, score: -120, average score: 39.5, best score: 98.33, epsilon: 0.10, steps: 918987
episode: 481, score: 205, average score: 40.9, best score: 98.33, epsilon: 0.10, steps: 921024
episode: 482, score: -70, average score: 40.0, best score: 98.33, epsilon: 0.10, steps: 922937
episode: 483, score: -5, average score: 35.0, best score: 98.33, epsilon: 0.10, steps: 924811
episode: 484, score: 140, average score: 36.6, best score: 98.33, epsilon: 0.10, steps: 927032
episode: 485, score: 5, average score: 38.0, best score: 98.33, epsilon: 0.10, steps: 928525
episode: 486, score: 180, average score: 37.5, best score: 98.33, epsilon: 0.10, steps: 930437
episode: 487, score: 30, average score: 34.6, best score: 98.33, epsilon: 0.10, steps: 932459
episode: 488, score: 60, average score: 32.2, best score: 98.33, epsilon: 0.10, steps: 934236
episode: 489, score: 20, average score: 32.9, best score: 98.33, epsilon: 0.10, steps: 936159
episode: 490, score: 85, average score: 33.5, best score: 98.33, epsilon: 0.10, steps: 937818
episode: 491, score: -55, average score: 29.1, best score: 98.33, epsilon: 0.10, steps: 939527
episode: 492, score: -15, average score: 28.6, best score: 98.33, epsilon: 0.10, steps: 941009
episode: 493, score: 50, average score: 28.6, best score: 98.33, epsilon: 0.10, steps: 942683
episode: 494, score: 50, average score: 29.3, best score: 98.33, epsilon: 0.10, steps: 944116
episode: 495, score: -55, average score: 29.2, best score: 98.33, epsilon: 0.10, steps: 945422
episode: 496, score: 20, average score: 26.5, best score: 98.33, epsilon: 0.10, steps: 947187
episode: 497, score: 345, average score: 29.4, best score: 98.33, epsilon: 0.10, steps: 950094
episode: 498, score: -160, average score: 28.1, best score: 98.33, epsilon: 0.10, steps: 951732
episode: 499, score: 325, average score: 33.1, best score: 98.33, epsilon: 0.10, steps: 954096
episode: 500, score: 90, average score: 32.2, best score: 98.33, epsilon: 0.10, steps: 956748
episode: 501, score: 165, average score: 31.9, best score: 98.33, epsilon: 0.10, steps: 958980
episode: 502, score: 190, average score: 35.2, best score: 98.33, epsilon: 0.10, steps: 961172
episode: 503, score: -135, average score: 34.2, best score: 98.33, epsilon: 0.10, steps: 962439
episode: 504, score: 75, average score: 35.1, best score: 98.33, epsilon: 0.10, steps: 964390
episode: 505, score: -35, average score: 30.1, best score: 98.33, epsilon: 0.10, steps: 966098
episode: 506, score: 40, average score: 27.8, best score: 98.33, epsilon: 0.10, steps: 967626
episode: 507, score: -110, average score: 26.8, best score: 98.33, epsilon: 0.10, steps: 969843
episode: 508, score: -40, average score: 25.0, best score: 98.33, epsilon: 0.10, steps: 971434
episode: 509, score: 100, average score: 25.8, best score: 98.33, epsilon: 0.10, steps: 973896
episode: 510, score: 40, average score: 26.2, best score: 98.33, epsilon: 0.10, steps: 975982
episode: 511, score: -30, average score: 26.8, best score: 98.33, epsilon: 0.10, steps: 977927
episode: 512, score: -40, average score: 26.9, best score: 98.33, epsilon: 0.10, steps: 979437
episode: 513, score: -65, average score: 23.9, best score: 98.33, epsilon: 0.10, steps: 980915
episode: 514, score: 400, average score: 28.1, best score: 98.33, epsilon: 0.10, steps: 983557
episode: 515, score: -125, average score: 28.8, best score: 98.33, epsilon: 0.10, steps: 984920
episode: 516, score: 95, average score: 29.6, best score: 98.33, epsilon: 0.10, steps: 986851
episode: 517, score: 70, average score: 30.0, best score: 98.33, epsilon: 0.10, steps: 989055
episode: 518, score: 80, average score: 28.6, best score: 98.33, epsilon: 0.10, steps: 991726
episode: 519, score: 135, average score: 30.3, best score: 98.33, epsilon: 0.10, steps: 994540
episode: 520, score: -155, average score: 29.5, best score: 98.33, epsilon: 0.10, steps: 996797
episode: 521, score: 210, average score: 32.1, best score: 98.33, epsilon: 0.10, steps: 998965
episode: 522, score: 150, average score: 31.6, best score: 98.33, epsilon: 0.10, steps: 1001105
episode: 523, score: -115, average score: 32.6, best score: 98.33, epsilon: 0.10, steps: 1002608
episode: 524, score: 85, average score: 32.6, best score: 98.33, epsilon: 0.10, steps: 1005166
episode: 525, score: 50, average score: 33.7, best score: 98.33, epsilon: 0.10, steps: 1007306
episode: 526, score: -5, average score: 33.5, best score: 98.33, epsilon: 0.10, steps: 1008980
episode: 527, score: 20, average score: 34.3, best score: 98.33, epsilon: 0.10, steps: 1011371
episode: 528, score: 30, average score: 33.8, best score: 98.33, epsilon: 0.10, steps: 1013352
episode: 529, score: 20, average score: 35.0, best score: 98.33, epsilon: 0.10, steps: 1015297
episode: 530, score: -50, average score: 36.5, best score: 98.33, epsilon: 0.10, steps: 1017745
episode: 531, score: -225, average score: 35.5, best score: 98.33, epsilon: 0.10, steps: 1018932
episode: 532, score: -20, average score: 34.4, best score: 98.33, epsilon: 0.10, steps: 1020874
episode: 533, score: -25, average score: 35.7, best score: 98.33, epsilon: 0.10, steps: 1022887
episode: 534, score: 60, average score: 36.1, best score: 98.33, epsilon: 0.10, steps: 1024873
episode: 535, score: -120, average score: 34.9, best score: 98.33, epsilon: 0.10, steps: 1026992
episode: 536, score: 165, average score: 36.8, best score: 98.33, epsilon: 0.10, steps: 1029429
episode: 537, score: 305, average score: 42.2, best score: 98.33, epsilon: 0.10, steps: 1031611
episode: 538, score: -50, average score: 43.5, best score: 98.33, epsilon: 0.10, steps: 1033354
episode: 539, score: 110, average score: 44.0, best score: 98.33, epsilon: 0.10, steps: 1035363
episode: 540, score: 85, average score: 44.0, best score: 98.33, epsilon: 0.10, steps: 1037436
episode: 541, score: 100, average score: 44.5, best score: 98.33, epsilon: 0.10, steps: 1039509
episode: 542, score: -125, average score: 45.2, best score: 98.33, epsilon: 0.10, steps: 1041424
episode: 543, score: 110, average score: 45.9, best score: 98.33, epsilon: 0.10, steps: 1043957
episode: 544, score: -75, average score: 43.5, best score: 98.33, epsilon: 0.10, steps: 1045197
episode: 545, score: -105, average score: 43.0, best score: 98.33, epsilon: 0.10, steps: 1046881
episode: 546, score: -165, average score: 41.0, best score: 98.33, epsilon: 0.10, steps: 1048223
episode: 547, score: 140, average score: 41.2, best score: 98.33, epsilon: 0.10, steps: 1051228
episode: 548, score: 25, average score: 42.6, best score: 98.33, epsilon: 0.10, steps: 1052744
episode: 549, score: 155, average score: 45.4, best score: 98.33, epsilon: 0.10, steps: 1055045
episode: 550, score: 220, average score: 45.2, best score: 98.33, epsilon: 0.10, steps: 1057764
episode: 551, score: 180, average score: 44.2, best score: 98.33, epsilon: 0.10, steps: 1060435
episode: 552, score: 110, average score: 42.5, best score: 98.33, epsilon: 0.10, steps: 1062303
episode: 553, score: 140, average score: 43.8, best score: 98.33, epsilon: 0.10, steps: 1063968
episode: 554, score: -115, average score: 42.8, best score: 98.33, epsilon: 0.10, steps: 1065267
episode: 555, score: 55, average score: 44.1, best score: 98.33, epsilon: 0.10, steps: 1066932
episode: 556, score: -35, average score: 40.7, best score: 98.33, epsilon: 0.10, steps: 1068606
episode: 557, score: -180, average score: 38.0, best score: 98.33, epsilon: 0.10, steps: 1069819
episode: 558, score: 0, average score: 38.1, best score: 98.33, epsilon: 0.10, steps: 1071845
episode: 559, score: -130, average score: 38.3, best score: 98.33, epsilon: 0.10, steps: 1073013
episode: 560, score: -205, average score: 32.9, best score: 98.33, epsilon: 0.10, steps: 1074520
episode: 561, score: 40, average score: 31.7, best score: 98.33, epsilon: 0.10, steps: 1076265
episode: 562, score: 30, average score: 33.5, best score: 98.33, epsilon: 0.10, steps: 1078428
episode: 563, score: 45, average score: 33.3, best score: 98.33, epsilon: 0.10, steps: 1080365
episode: 564, score: 45, average score: 31.4, best score: 98.33, epsilon: 0.10, steps: 1082392
episode: 565, score: -75, average score: 30.6, best score: 98.33, epsilon: 0.10, steps: 1084324
episode: 566, score: 65, average score: 32.9, best score: 98.33, epsilon: 0.10, steps: 1086574
episode: 567, score: -50, average score: 31.4, best score: 98.33, epsilon: 0.10, steps: 1088008
episode: 568, score: 45, average score: 32.2, best score: 98.33, epsilon: 0.10, steps: 1089992
episode: 569, score: 75, average score: 28.8, best score: 98.33, epsilon: 0.10, steps: 1091579
episode: 570, score: -145, average score: 26.6, best score: 98.33, epsilon: 0.10, steps: 1092907
episode: 571, score: -85, average score: 24.9, best score: 98.33, epsilon: 0.10, steps: 1094770
episode: 572, score: 10, average score: 25.5, best score: 98.33, epsilon: 0.10, steps: 1096468
episode: 573, score: 335, average score: 29.9, best score: 98.33, epsilon: 0.10, steps: 1098670
episode: 574, score: 80, average score: 30.1, best score: 98.33, epsilon: 0.10, steps: 1100960
episode: 575, score: 140, average score: 30.8, best score: 98.33, epsilon: 0.10, steps: 1103035
episode: 576, score: 25, average score: 33.5, best score: 98.33, epsilon: 0.10, steps: 1104436
episode: 577, score: -110, average score: 31.9, best score: 98.33, epsilon: 0.10, steps: 1106434
episode: 578, score: 190, average score: 33.1, best score: 98.33, epsilon: 0.10, steps: 1108769
episode: 579, score: -25, average score: 31.9, best score: 98.33, epsilon: 0.10, steps: 1110484
episode: 580, score: -5, average score: 33.1, best score: 98.33, epsilon: 0.10, steps: 1111949
episode: 581, score: 5, average score: 31.1, best score: 98.33, epsilon: 0.10, steps: 1114389
episode: 582, score: -115, average score: 30.6, best score: 98.33, epsilon: 0.10, steps: 1116207
episode: 583, score: -120, average score: 29.5, best score: 98.33, epsilon: 0.10, steps: 1117667
episode: 584, score: 70, average score: 28.8, best score: 98.33, epsilon: 0.10, steps: 1119359
episode: 585, score: 150, average score: 30.2, best score: 98.33, epsilon: 0.10, steps: 1121671
episode: 586, score: 160, average score: 30.1, best score: 98.33, epsilon: 0.10, steps: 1123781
episode: 587, score: 130, average score: 31.1, best score: 98.33, epsilon: 0.10, steps: 1125984
episode: 588, score: -90, average score: 29.6, best score: 98.33, epsilon: 0.10, steps: 1128280
episode: 589, score: 200, average score: 31.4, best score: 98.33, epsilon: 0.10, steps: 1130568
episode: 590, score: 115, average score: 31.6, best score: 98.33, epsilon: 0.10, steps: 1133075
episode: 591, score: 5, average score: 32.2, best score: 98.33, epsilon: 0.10, steps: 1135422
episode: 592, score: 10, average score: 32.5, best score: 98.33, epsilon: 0.10, steps: 1136932
episode: 593, score: 135, average score: 33.4, best score: 98.33, epsilon: 0.10, steps: 1138736
episode: 594, score: -35, average score: 32.5, best score: 98.33, epsilon: 0.10, steps: 1140385
episode: 595, score: -100, average score: 32.0, best score: 98.33, epsilon: 0.10, steps: 1142303
episode: 596, score: 135, average score: 33.2, best score: 98.33, epsilon: 0.10, steps: 1144329
episode: 597, score: -110, average score: 28.6, best score: 98.33, epsilon: 0.10, steps: 1145232
episode: 598, score: -10, average score: 30.1, best score: 98.33, epsilon: 0.10, steps: 1146719
episode: 599, score: -10, average score: 26.8, best score: 98.33, epsilon: 0.10, steps: 1148234
episode: 600, score: -20, average score: 25.7, best score: 98.33, epsilon: 0.10, steps: 1149711
episode: 601, score: 90, average score: 24.9, best score: 98.33, epsilon: 0.10, steps: 1151601
episode: 602, score: 50, average score: 23.6, best score: 98.33, epsilon: 0.10, steps: 1153793
episode: 603, score: 20, average score: 25.1, best score: 98.33, epsilon: 0.10, steps: 1155158
episode: 604, score: 150, average score: 25.9, best score: 98.33, epsilon: 0.10, steps: 1156978
episode: 605, score: 160, average score: 27.8, best score: 98.33, epsilon: 0.10, steps: 1159724
episode: 606, score: -35, average score: 27.1, best score: 98.33, epsilon: 0.10, steps: 1162118
episode: 607, score: 175, average score: 29.9, best score: 98.33, epsilon: 0.10, steps: 1164218
episode: 608, score: -210, average score: 28.2, best score: 98.33, epsilon: 0.10, steps: 1165928
episode: 609, score: 50, average score: 27.7, best score: 98.33, epsilon: 0.10, steps: 1167911
episode: 610, score: 15, average score: 27.4, best score: 98.33, epsilon: 0.10, steps: 1169990
episode: 611, score: -200, average score: 25.8, best score: 98.33, epsilon: 0.10, steps: 1171178
episode: 612, score: 0, average score: 26.1, best score: 98.33, epsilon: 0.10, steps: 1173039
episode: 613, score: -155, average score: 25.2, best score: 98.33, epsilon: 0.10, steps: 1174388
episode: 614, score: 430, average score: 25.6, best score: 98.33, epsilon: 0.10, steps: 1176748
episode: 615, score: -5, average score: 26.8, best score: 98.33, epsilon: 0.10, steps: 1178847
episode: 616, score: -55, average score: 25.2, best score: 98.33, epsilon: 0.10, steps: 1180769
episode: 617, score: 155, average score: 26.1, best score: 98.33, epsilon: 0.10, steps: 1183143
episode: 618, score: -10, average score: 25.2, best score: 98.33, epsilon: 0.10, steps: 1184746
episode: 619, score: -175, average score: 22.1, best score: 98.33, epsilon: 0.10, steps: 1185919
episode: 620, score: 300, average score: 26.6, best score: 98.33, epsilon: 0.10, steps: 1188680
episode: 621, score: -105, average score: 23.5, best score: 98.33, epsilon: 0.10, steps: 1190482
episode: 622, score: -15, average score: 21.9, best score: 98.33, epsilon: 0.10, steps: 1192820
episode: 623, score: 135, average score: 24.4, best score: 98.33, epsilon: 0.10, steps: 1194632
episode: 624, score: 35, average score: 23.9, best score: 98.33, epsilon: 0.10, steps: 1196404
episode: 625, score: 155, average score: 24.9, best score: 98.33, epsilon: 0.10, steps: 1198070
episode: 626, score: -100, average score: 23.9, best score: 98.33, epsilon: 0.10, steps: 1199556
episode: 627, score: 85, average score: 24.6, best score: 98.33, epsilon: 0.10, steps: 1201482
episode: 628, score: 165, average score: 25.9, best score: 98.33, epsilon: 0.10, steps: 1203058
episode: 629, score: 30, average score: 26.1, best score: 98.33, epsilon: 0.10, steps: 1205245
episode: 630, score: 570, average score: 32.2, best score: 98.33, epsilon: 0.10, steps: 1208454
episode: 631, score: 345, average score: 38.0, best score: 98.33, epsilon: 0.10, steps: 1210597
episode: 632, score: 370, average score: 41.9, best score: 98.33, epsilon: 0.10, steps: 1214158
episode: 633, score: 30, average score: 42.4, best score: 98.33, epsilon: 0.10, steps: 1215946
episode: 634, score: 35, average score: 42.1, best score: 98.33, epsilon: 0.10, steps: 1217693
episode: 635, score: 160, average score: 45.0, best score: 98.33, epsilon: 0.10, steps: 1219901
episode: 636, score: 320, average score: 46.5, best score: 98.33, epsilon: 0.10, steps: 1222637
episode: 637, score: 380, average score: 47.2, best score: 98.33, epsilon: 0.10, steps: 1224685
episode: 638, score: 170, average score: 49.5, best score: 98.33, epsilon: 0.10, steps: 1227595
episode: 639, score: 60, average score: 49.0, best score: 98.33, epsilon: 0.10, steps: 1229575
episode: 640, score: 40, average score: 48.5, best score: 98.33, epsilon: 0.10, steps: 1231483
episode: 641, score: 425, average score: 51.8, best score: 98.33, epsilon: 0.10, steps: 1233512
episode: 642, score: 305, average score: 56.0, best score: 98.33, epsilon: 0.10, steps: 1235489
episode: 643, score: 185, average score: 56.8, best score: 98.33, epsilon: 0.10, steps: 1237121
episode: 644, score: 200, average score: 59.5, best score: 98.33, epsilon: 0.10, steps: 1239483
episode: 645, score: 105, average score: 61.6, best score: 98.33, epsilon: 0.10, steps: 1241333
episode: 646, score: -130, average score: 62.0, best score: 98.33, epsilon: 0.10, steps: 1243091
episode: 647, score: 205, average score: 62.6, best score: 98.33, epsilon: 0.10, steps: 1245682
episode: 648, score: 495, average score: 67.3, best score: 98.33, epsilon: 0.10, steps: 1248586
episode: 649, score: 65, average score: 66.5, best score: 98.33, epsilon: 0.10, steps: 1251063
episode: 650, score: 55, average score: 64.8, best score: 98.33, epsilon: 0.10, steps: 1253097
episode: 651, score: -175, average score: 61.2, best score: 98.33, epsilon: 0.10, steps: 1254265
episode: 652, score: -160, average score: 58.5, best score: 98.33, epsilon: 0.10, steps: 1255875
episode: 653, score: 40, average score: 57.5, best score: 98.33, epsilon: 0.10, steps: 1257631
episode: 654, score: -235, average score: 56.4, best score: 98.33, epsilon: 0.10, steps: 1258746
episode: 655, score: 285, average score: 58.6, best score: 98.33, epsilon: 0.10, steps: 1261084
episode: 656, score: 55, average score: 59.5, best score: 98.33, epsilon: 0.10, steps: 1262765
episode: 657, score: 140, average score: 62.8, best score: 98.33, epsilon: 0.10, steps: 1264796
episode: 658, score: -65, average score: 62.1, best score: 98.33, epsilon: 0.10, steps: 1266936
episode: 659, score: 110, average score: 64.5, best score: 98.33, epsilon: 0.10, steps: 1269609
episode: 660, score: -20, average score: 66.3, best score: 98.33, epsilon: 0.10, steps: 1271043
episode: 661, score: 350, average score: 69.5, best score: 98.33, epsilon: 0.10, steps: 1274072
episode: 662, score: -155, average score: 67.6, best score: 98.33, epsilon: 0.10, steps: 1276122
episode: 663, score: 180, average score: 69.0, best score: 98.33, epsilon: 0.10, steps: 1277945
episode: 664, score: 235, average score: 70.8, best score: 98.33, epsilon: 0.10, steps: 1281101
episode: 665, score: -25, average score: 71.3, best score: 98.33, epsilon: 0.10, steps: 1282591
episode: 666, score: -150, average score: 69.2, best score: 98.33, epsilon: 0.10, steps: 1283816
episode: 667, score: 180, average score: 71.5, best score: 98.33, epsilon: 0.10, steps: 1285949
episode: 668, score: -35, average score: 70.7, best score: 98.33, epsilon: 0.10, steps: 1287574
episode: 669, score: 165, average score: 71.6, best score: 98.33, epsilon: 0.10, steps: 1289235
episode: 670, score: 90, average score: 74.0, best score: 98.33, epsilon: 0.10, steps: 1290586
episode: 671, score: 260, average score: 77.4, best score: 98.33, epsilon: 0.10, steps: 1292619
episode: 672, score: -105, average score: 76.2, best score: 98.33, epsilon: 0.10, steps: 1293817
episode: 673, score: 185, average score: 74.8, best score: 98.33, epsilon: 0.10, steps: 1296261
episode: 674, score: -40, average score: 73.5, best score: 98.33, epsilon: 0.10, steps: 1297699
episode: 675, score: 375, average score: 75.9, best score: 98.33, epsilon: 0.10, steps: 1300415
episode: 676, score: 180, average score: 77.5, best score: 98.33, epsilon: 0.10, steps: 1302749
episode: 677, score: 120, average score: 79.8, best score: 98.33, epsilon: 0.10, steps: 1304986
episode: 678, score: 65, average score: 78.5, best score: 98.33, epsilon: 0.10, steps: 1307695
episode: 679, score: 275, average score: 81.5, best score: 98.33, epsilon: 0.10, steps: 1310442
episode: 680, score: 60, average score: 82.2, best score: 98.33, epsilon: 0.10, steps: 1312486
episode: 681, score: 20, average score: 82.3, best score: 98.33, epsilon: 0.10, steps: 1314989
episode: 682, score: -175, average score: 81.7, best score: 98.33, epsilon: 0.10, steps: 1316319
episode: 683, score: 245, average score: 85.3, best score: 98.33, epsilon: 0.10, steps: 1318321
episode: 684, score: 90, average score: 85.5, best score: 98.33, epsilon: 0.10, steps: 1320043
episode: 685, score: 460, average score: 88.7, best score: 98.33, epsilon: 0.10, steps: 1323076
episode: 686, score: 620, average score: 93.2, best score: 98.33, epsilon: 0.10, steps: 1325645
episode: 687, score: 25, average score: 92.2, best score: 98.33, epsilon: 0.10, steps: 1327077
episode: 688, score: -40, average score: 92.7, best score: 98.33, epsilon: 0.10, steps: 1329449
episode: 689, score: -30, average score: 90.4, best score: 98.33, epsilon: 0.10, steps: 1330980
episode: 690, score: 160, average score: 90.8, best score: 98.33, epsilon: 0.10, steps: 1332704
episode: 691, score: -75, average score: 90.0, best score: 98.33, epsilon: 0.10, steps: 1334025
episode: 692, score: 165, average score: 91.6, best score: 98.33, epsilon: 0.10, steps: 1336445
episode: 693, score: -120, average score: 89.0, best score: 98.33, epsilon: 0.10, steps: 1337659
episode: 694, score: 195, average score: 91.3, best score: 98.33, epsilon: 0.10, steps: 1339741
episode: 695, score: 190, average score: 94.2, best score: 98.33, epsilon: 0.10, steps: 1342375
episode: 696, score: 280, average score: 95.7, best score: 98.33, epsilon: 0.10, steps: 1344280
episode: 697, score: -30, average score: 96.5, best score: 98.33, epsilon: 0.10, steps: 1345609
episode: 698, score: 230, average score: 98.9, best score: 98.33, epsilon: 0.10, steps: 1347759
episode: 699, score: 105, average score: 100.0, best score: 98.90, epsilon: 0.10, steps: 1350691
episode: 700, score: 205, average score: 102.3, best score: 100.05, epsilon: 0.10, steps: 1352548
episode: 701, score: -80, average score: 100.6, best score: 102.30, epsilon: 0.10, steps: 1353868
episode: 702, score: -105, average score: 99.0, best score: 102.30, epsilon: 0.10, steps: 1355280
episode: 703, score: -105, average score: 97.8, best score: 102.30, epsilon: 0.10, steps: 1356833
episode: 704, score: 35, average score: 96.7, best score: 102.30, epsilon: 0.10, steps: 1358699
episode: 705, score: -30, average score: 94.8, best score: 102.30, epsilon: 0.10, steps: 1360252
episode: 706, score: 185, average score: 97.0, best score: 102.30, epsilon: 0.10, steps: 1362677
episode: 707, score: 125, average score: 96.5, best score: 102.30, epsilon: 0.10, steps: 1364879
episode: 708, score: 200, average score: 100.5, best score: 102.30, epsilon: 0.10, steps: 1367041
episode: 709, score: 155, average score: 101.6, best score: 102.30, epsilon: 0.10, steps: 1368913
episode: 710, score: -70, average score: 100.8, best score: 102.30, epsilon: 0.10, steps: 1371378
episode: 711, score: 50, average score: 103.2, best score: 102.30, epsilon: 0.10, steps: 1373810
episode: 712, score: -20, average score: 103.0, best score: 103.25, epsilon: 0.10, steps: 1375444
episode: 713, score: 330, average score: 107.9, best score: 103.25, epsilon: 0.10, steps: 1378015
episode: 714, score: -75, average score: 102.8, best score: 107.90, epsilon: 0.10, steps: 1379407
episode: 715, score: 370, average score: 106.6, best score: 107.90, epsilon: 0.10, steps: 1382427
episode: 716, score: 20, average score: 107.3, best score: 107.90, epsilon: 0.10, steps: 1384548
episode: 717, score: 95, average score: 106.8, best score: 107.90, epsilon: 0.10, steps: 1387174
episode: 718, score: 240, average score: 109.2, best score: 107.90, epsilon: 0.10, steps: 1389500
episode: 719, score: -190, average score: 109.1, best score: 109.25, epsilon: 0.10, steps: 1390809
episode: 720, score: 20, average score: 106.3, best score: 109.25, epsilon: 0.10, steps: 1392384
episode: 721, score: -185, average score: 105.5, best score: 109.25, epsilon: 0.10, steps: 1394262
episode: 722, score: 0, average score: 105.7, best score: 109.25, epsilon: 0.10, steps: 1396561
episode: 723, score: 390, average score: 108.2, best score: 109.25, epsilon: 0.10, steps: 1398501
episode: 724, score: -130, average score: 106.5, best score: 109.25, epsilon: 0.10, steps: 1400205
episode: 725, score: 80, average score: 105.8, best score: 109.25, epsilon: 0.10, steps: 1401993
episode: 726, score: 255, average score: 109.3, best score: 109.25, epsilon: 0.10, steps: 1404580
episode: 727, score: -160, average score: 106.9, best score: 109.35, epsilon: 0.10, steps: 1405957
episode: 728, score: -60, average score: 104.7, best score: 109.35, epsilon: 0.10, steps: 1408565
episode: 729, score: -140, average score: 103.0, best score: 109.35, epsilon: 0.10, steps: 1410431
episode: 730, score: -20, average score: 97.0, best score: 109.35, epsilon: 0.10, steps: 1412664
episode: 731, score: 15, average score: 93.8, best score: 109.35, epsilon: 0.10, steps: 1414599
episode: 732, score: 25, average score: 90.3, best score: 109.35, epsilon: 0.10, steps: 1416828
episode: 733, score: 95, average score: 91.0, best score: 109.35, epsilon: 0.10, steps: 1418561
episode: 734, score: 85, average score: 91.5, best score: 109.35, epsilon: 0.10, steps: 1420844
episode: 735, score: 195, average score: 91.8, best score: 109.35, epsilon: 0.10, steps: 1423262
episode: 736, score: 90, average score: 89.5, best score: 109.35, epsilon: 0.10, steps: 1425092
episode: 737, score: 0, average score: 85.7, best score: 109.35, epsilon: 0.10, steps: 1426864
episode: 738, score: -40, average score: 83.6, best score: 109.35, epsilon: 0.10, steps: 1429338
episode: 739, score: 225, average score: 85.2, best score: 109.35, epsilon: 0.10, steps: 1431141
episode: 740, score: 435, average score: 89.2, best score: 109.35, epsilon: 0.10, steps: 1434105
episode: 741, score: -40, average score: 84.5, best score: 109.35, epsilon: 0.10, steps: 1436071
episode: 742, score: 140, average score: 82.9, best score: 109.35, epsilon: 0.10, steps: 1438443
episode: 743, score: 180, average score: 82.8, best score: 109.35, epsilon: 0.10, steps: 1440604
episode: 744, score: 270, average score: 83.5, best score: 109.35, epsilon: 0.10, steps: 1442287
episode: 745, score: 40, average score: 82.9, best score: 109.35, epsilon: 0.10, steps: 1444066
episode: 746, score: -60, average score: 83.6, best score: 109.35, epsilon: 0.10, steps: 1445602
episode: 747, score: -265, average score: 78.9, best score: 109.35, epsilon: 0.10, steps: 1447176
episode: 748, score: 35, average score: 74.3, best score: 109.35, epsilon: 0.10, steps: 1449194
episode: 749, score: 370, average score: 77.3, best score: 109.35, epsilon: 0.10, steps: 1451956
episode: 750, score: -270, average score: 74.1, best score: 109.35, epsilon: 0.10, steps: 1453696
episode: 751, score: 85, average score: 76.7, best score: 109.35, epsilon: 0.10, steps: 1455491
episode: 752, score: -130, average score: 77.0, best score: 109.35, epsilon: 0.10, steps: 1457610
episode: 753, score: 20, average score: 76.8, best score: 109.35, epsilon: 0.10, steps: 1459448
episode: 754, score: 185, average score: 81.0, best score: 109.35, epsilon: 0.10, steps: 1461379
episode: 755, score: 40, average score: 78.5, best score: 109.35, epsilon: 0.10, steps: 1462904
episode: 756, score: -130, average score: 76.7, best score: 109.35, epsilon: 0.10, steps: 1464111
episode: 757, score: -160, average score: 73.7, best score: 109.35, epsilon: 0.10, steps: 1465767
episode: 758, score: -55, average score: 73.8, best score: 109.35, epsilon: 0.10, steps: 1467065
episode: 759, score: 210, average score: 74.8, best score: 109.35, epsilon: 0.10, steps: 1468656
episode: 760, score: -50, average score: 74.5, best score: 109.35, epsilon: 0.10, steps: 1470036
episode: 761, score: 65, average score: 71.7, best score: 109.35, epsilon: 0.10, steps: 1472562
episode: 762, score: 30, average score: 73.5, best score: 109.35, epsilon: 0.10, steps: 1474469
episode: 763, score: 30, average score: 72.0, best score: 109.35, epsilon: 0.10, steps: 1477846
episode: 764, score: 95, average score: 70.6, best score: 109.35, epsilon: 0.10, steps: 1480206
episode: 765, score: 145, average score: 72.3, best score: 109.35, epsilon: 0.10, steps: 1482467
episode: 766, score: 20, average score: 74.0, best score: 109.35, epsilon: 0.10, steps: 1484135
episode: 767, score: -15, average score: 72.0, best score: 109.35, epsilon: 0.10, steps: 1485410
episode: 768, score: -5, average score: 72.3, best score: 109.35, epsilon: 0.10, steps: 1487145
episode: 769, score: 105, average score: 71.8, best score: 109.35, epsilon: 0.10, steps: 1489169
episode: 770, score: 195, average score: 72.8, best score: 109.35, epsilon: 0.10, steps: 1491498
episode: 771, score: 125, average score: 71.5, best score: 109.35, epsilon: 0.10, steps: 1493481
episode: 772, score: 0, average score: 72.5, best score: 109.35, epsilon: 0.10, steps: 1495737
episode: 773, score: -30, average score: 70.3, best score: 109.35, epsilon: 0.10, steps: 1497191
episode: 774, score: 15, average score: 70.9, best score: 109.35, epsilon: 0.10, steps: 1498639
episode: 775, score: 120, average score: 68.3, best score: 109.35, epsilon: 0.10, steps: 1501180
episode: 776, score: 15, average score: 66.7, best score: 109.35, epsilon: 0.10, steps: 1502638
episode: 777, score: -80, average score: 64.7, best score: 109.35, epsilon: 0.10, steps: 1504120
episode: 778, score: -5, average score: 64.0, best score: 109.35, epsilon: 0.10, steps: 1506222
episode: 779, score: 325, average score: 64.5, best score: 109.35, epsilon: 0.10, steps: 1508947
episode: 780, score: -240, average score: 61.5, best score: 109.35, epsilon: 0.10, steps: 1509917
episode: 781, score: 200, average score: 63.3, best score: 109.35, epsilon: 0.10, steps: 1512311
episode: 782, score: 355, average score: 68.6, best score: 109.35, epsilon: 0.10, steps: 1515076
episode: 783, score: 85, average score: 67.0, best score: 109.35, epsilon: 0.10, steps: 1517377
episode: 784, score: 60, average score: 66.7, best score: 109.35, epsilon: 0.10, steps: 1519575
episode: 785, score: 135, average score: 63.5, best score: 109.35, epsilon: 0.10, steps: 1521729
episode: 786, score: -100, average score: 56.2, best score: 109.35, epsilon: 0.10, steps: 1522793
episode: 787, score: 60, average score: 56.6, best score: 109.35, epsilon: 0.10, steps: 1525104
episode: 788, score: 65, average score: 57.6, best score: 109.35, epsilon: 0.10, steps: 1526998
