episode: 0, score: -42.99500000000043, average score: -43.0, best score: -inf, epsilon: 1.00, steps: 599
episode: 279, score: -72.15500000000057, average score: -10.5, best score: -5.17, epsilon: 1.00, steps: 211240
episode: 280, score: -43.42500000000055, average score: -10.5, best score: -5.17, epsilon: 1.00, steps: 211925
episode: 281, score: 24.665000000000557, average score: -10.6, best score: -5.17, epsilon: 1.00, steps: 212992
episode: 282, score: -33.27500000000025, average score: -11.3, best score: -5.17, epsilon: 1.00, steps: 213647
episode: 283, score: -82.83000000000045, average score: -11.5, best score: -5.17, epsilon: 1.00, steps: 214213
episode: 284, score: 16.949999999999363, average score: -11.5, best score: -5.17, epsilon: 1.00, steps: 214823
episode: 285, score: -54.820000000000825, average score: -11.5, best score: -5.17, epsilon: 1.00, steps: 215787
episode: 286, score: -62.72500000000064, average score: -11.7, best score: -5.17, epsilon: 1.00, steps: 216332
episode: 287, score: -53.70500000000027, average score: -12.4, best score: -5.17, epsilon: 1.00, steps: 217073
episode: 288, score: 54.77999999999963, average score: -11.6, best score: -5.17, epsilon: 1.00, steps: 218117
episode: 289, score: 14.28500000000004, average score: -11.8, best score: -5.17, epsilon: 1.00, steps: 219260
episode: 290, score: -23.81999999999995, average score: -11.4, best score: -5.17, epsilon: 1.00, steps: 220024
episode: 291, score: 24.814999999999934, average score: -10.9, best score: -5.17, epsilon: 1.00, steps: 221061
episode: 292, score: -64.0750000000009, average score: -10.8, best score: -5.17, epsilon: 1.00, steps: 221876
episode: 293, score: 77.0249999999998, average score: -9.5, best score: -5.17, epsilon: 1.00, steps: 222471
episode: 294, score: 15.12999999999994, average score: -9.1, best score: -5.17, epsilon: 1.00, steps: 223445
episode: 295, score: 16.125000000000014, average score: -8.6, best score: -5.17, epsilon: 1.00, steps: 224220
episode: 296, score: 26.944999999999766, average score: -8.5, best score: -5.17, epsilon: 1.00, steps: 224831
episode: 297, score: -63.285000000001126, average score: -9.4, best score: -5.17, epsilon: 1.00, steps: 225488
episode: 298, score: -34.3200000000002, average score: -10.2, best score: -5.17, epsilon: 1.00, steps: 226352
episode: 299, score: -22.94000000000038, average score: -9.9, best score: -5.17, epsilon: 1.00, steps: 226940
episode: 300, score: 36.85500000000006, average score: -9.8, best score: -5.17, epsilon: 1.00, steps: 227569
episode: 301, score: -25.490000000000833, average score: -9.4, best score: -5.17, epsilon: 1.00, steps: 228667
episode: 302, score: -34.235000000000255, average score: -10.3, best score: -5.17, epsilon: 1.00, steps: 229514
episode: 303, score: -73.45999999999974, average score: -10.8, best score: -5.17, epsilon: 1.00, steps: 230206
episode: 304, score: -73.44000000000129, average score: -11.8, best score: -5.17, epsilon: 1.00, steps: 230894
episode: 305, score: 15.48000000000033, average score: -11.9, best score: -5.17, epsilon: 1.00, steps: 231798
episode: 306, score: -52.004999999999946, average score: -12.1, best score: -5.17, epsilon: 1.00, steps: 232199
episode: 307, score: 45.62999999999984, average score: -12.2, best score: -5.17, epsilon: 1.00, steps: 233073
episode: 308, score: 43.959999999999845, average score: -11.1, best score: -5.17, epsilon: 1.00, steps: 234281
episode: 309, score: -25.09000000000022, average score: -11.1, best score: -5.17, epsilon: 1.00, steps: 235299
episode: 310, score: -23.895000000000934, average score: -10.9, best score: -5.17, epsilon: 1.00, steps: 236078
episode: 311, score: -62.87500000000059, average score: -10.8, best score: -5.17, epsilon: 1.00, steps: 236653
episode: 312, score: -54.085000000000264, average score: -11.1, best score: -5.17, epsilon: 1.00, steps: 237470
episode: 313, score: -22.53999999999997, average score: -10.8, best score: -5.17, epsilon: 1.00, steps: 237978
episode: 314, score: -53.2750000000004, average score: -10.8, best score: -5.17, epsilon: 1.00, steps: 238633
episode: 315, score: 36.269999999999776, average score: -10.7, best score: -5.17, epsilon: 1.00, steps: 239379
episode: 316, score: -34.760000000001206, average score: -10.8, best score: -5.17, epsilon: 1.00, steps: 240331
episode: 317, score: -62.77000000000014, average score: -10.8, best score: -5.17, epsilon: 1.00, steps: 240885
episode: 318, score: 16.64000000000007, average score: -11.2, best score: -5.17, epsilon: 1.00, steps: 241557
episode: 319, score: -33.40000000000023, average score: -12.1, best score: -5.17, epsilon: 1.00, steps: 242237
episode: 320, score: -62.71500000000091, average score: -13.1, best score: -5.17, epsilon: 1.00, steps: 242780
episode: 321, score: -23.24499999999997, average score: -12.7, best score: -5.17, epsilon: 1.00, steps: 243429
episode: 322, score: -34.134999999999955, average score: -13.2, best score: -5.17, epsilon: 1.00, steps: 244256
episode: 323, score: 16.755000000000116, average score: -12.5, best score: -5.17, epsilon: 1.00, steps: 244905
episode: 324, score: -62.79999999999971, average score: -12.6, best score: -5.17, epsilon: 1.00, steps: 245465
episode: 325, score: -82.6500000000002, average score: -13.9, best score: -5.17, epsilon: 1.00, steps: 245995
episode: 326, score: 46.42500000000003, average score: -13.0, best score: -5.17, epsilon: 1.00, steps: 246710
episode: 327, score: -33.89000000000007, average score: -13.7, best score: -5.17, epsilon: 1.00, steps: 247488
episode: 328, score: -53.87500000000075, average score: -14.5, best score: -5.17, epsilon: 1.00, steps: 248263
episode: 329, score: -73.03500000000027, average score: -15.5, best score: -5.17, epsilon: 1.00, steps: 248870
episode: 330, score: 24.744999999999873, average score: -15.0, best score: -5.17, epsilon: 1.00, steps: 249921
episode: 331, score: -34.11999999999987, average score: -15.1, best score: -5.17, epsilon: 1.00, steps: 250745
episode: 332, score: 26.875000000000213, average score: -15.2, best score: -5.17, epsilon: 1.00, steps: 251370
episode: 333, score: -33.915000000001015, average score: -15.9, best score: -5.17, epsilon: 1.00, steps: 252153
episode: 334, score: -52.06000000000037, average score: -15.7, best score: -5.17, epsilon: 1.00, steps: 252565
episode: 335, score: 47.09000000000026, average score: -15.7, best score: -5.17, epsilon: 1.00, steps: 253147
episode: 336, score: -53.24500000000028, average score: -15.8, best score: -5.17, epsilon: 1.00, steps: 253796
episode: 337, score: -53.3600000000004, average score: -16.5, best score: -5.17, epsilon: 1.00, steps: 254468
episode: 338, score: -92.05499999999992, average score: -16.5, best score: -5.17, epsilon: 1.00, steps: 254879
episode: 339, score: -24.115000000000066, average score: -16.1, best score: -5.17, epsilon: 1.00, steps: 255702
episode: 340, score: -43.25999999999995, average score: -16.9, best score: -5.17, epsilon: 1.00, steps: 256354
episode: 341, score: -24.474999999999973, average score: -16.9, best score: -5.17, epsilon: 1.00, steps: 257249
episode: 342, score: -23.91000000000026, average score: -16.4, best score: -5.17, epsilon: 1.00, steps: 258031
episode: 343, score: -36.06499999999992, average score: -16.9, best score: -5.17, epsilon: 1.00, steps: 259244
episode: 344, score: 24.885000000000026, average score: -16.2, best score: -5.17, epsilon: 1.00, steps: 260267
episode: 345, score: 16.284999999999744, average score: -16.6, best score: -5.17, epsilon: 1.00, steps: 261010
episode: 346, score: -54.27500000000076, average score: -17.7, best score: -5.17, epsilon: 1.00, steps: 261865
episode: 347, score: -44.480000000000075, average score: -17.7, best score: -5.17, epsilon: 1.00, steps: 262761
episode: 348, score: 16.539999999999985, average score: -18.1, best score: -5.17, epsilon: 1.00, steps: 263453
episode: 349, score: 15.89500000000039, average score: -18.2, best score: -5.17, epsilon: 1.00, steps: 264274
episode: 350, score: -42.615000000000116, average score: -18.4, best score: -5.17, epsilon: 1.00, steps: 264797
episode: 351, score: -53.15000000000028, average score: -19.9, best score: -5.17, epsilon: 1.00, steps: 265427
episode: 352, score: -55.28500000000126, average score: -20.2, best score: -5.17, epsilon: 1.00, steps: 266484
episode: 353, score: -52.1950000000005, average score: -20.5, best score: -5.17, epsilon: 1.00, steps: 266923
episode: 354, score: 67.01999999999973, average score: -19.4, best score: -5.17, epsilon: 1.00, steps: 267519
episode: 355, score: -72.47500000000052, average score: -20.5, best score: -5.17, epsilon: 1.00, steps: 268014
episode: 356, score: 46.19499999999996, average score: -20.5, best score: -5.17, epsilon: 1.00, steps: 268775
episode: 357, score: 26.689999999999664, average score: -20.0, best score: -5.17, epsilon: 1.00, steps: 269437
episode: 358, score: 46.22999999999999, average score: -18.8, best score: -5.17, epsilon: 1.00, steps: 270191
episode: 359, score: -44.384999999999756, average score: -18.8, best score: -5.17, epsilon: 1.00, steps: 271068
episode: 360, score: 26.114999999999696, average score: -18.8, best score: -5.17, epsilon: 1.00, steps: 271845
episode: 361, score: -25.214999999999655, average score: -19.3, best score: -5.17, epsilon: 1.00, steps: 272888
episode: 362, score: -34.03999999999973, average score: -19.3, best score: -5.17, epsilon: 1.00, steps: 273696
episode: 363, score: 76.8049999999993, average score: -18.9, best score: -5.17, epsilon: 1.00, steps: 274335
episode: 364, score: -23.64499999999999, average score: -18.5, best score: -5.17, epsilon: 1.00, steps: 275064
episode: 365, score: 47.49499999999996, average score: -17.3, best score: -5.17, epsilon: 1.00, steps: 275565
episode: 366, score: -43.445000000000036, average score: -17.4, best score: -5.17, epsilon: 1.00, steps: 276254
episode: 367, score: -46.9099999999998, average score: -17.6, best score: -5.17, epsilon: 1.00, steps: 277636
episode: 368, score: 36.070000000000164, average score: -17.6, best score: -5.17, epsilon: 1.00, steps: 278422
